partner_id,region,payment_rail_type,is_master_affiliate,tier,tenure_months,avg_commission_3m,commission_volatility,login_count_30d,days_since_last_interaction,dashboard_usage_score,asset_download_count_30d,payment_delay_flag,unresolved_ticket_count,negative_sentiment_score,tier_proximity_score,traffic_quality_score,subnetwork_avg_health_score,subnetwork_recent_churn_count,churn_label,login_trend_30d,revenue_velocity,commission_trend_90d,conversion_rate_wow,churn_scenario,created_at,updated_at
P10112,APAC,Mobile_Money,False,Silver,73,1295.88,140.41,14,2,0.6644,2,False,0,0.13,0.2959,0.5158,,0,False,-0.054,7.95,-0.048,0.0285,Healthy,2026-02-07T04:12:17.045677,2026-02-07T04:12:17.045678
P10113,LATAM,Crypto,False,Silver,31,1519.73,442.99,0,13,0.5646,0,False,0,0.2,0.5197,0.5438,,0,False,0.084,28.31,0.033,0.0012,Healthy,2026-02-07T04:12:17.045739,2026-02-07T04:12:17.045740
P10114,APAC,P2P,False,Bronze,32,4276.45,1327.78,2,1,0.8673,1,False,0,0.03,1.0,0.7703,,0,False,0.114,16.76,0.075,-0.009,Healthy,2026-02-07T04:12:17.045794,2026-02-07T04:12:17.045795
P10115,MENA,Crypto,False,Silver,10,3106.59,1272.48,12,8,0.6962,4,False,0,0.34,1.0,0.4256,,0,False,-0.088,50.4,-0.018,0.0111,Healthy,2026-02-07T04:12:17.045855,2026-02-07T04:12:17.045856
P10116,MENA,P2P,False,Bronze,50,1188.06,289.14,4,1,0.8356,3,False,0,0.21,1.0,0.6853,,0,True,-0.277,-103.76,-0.093,-0.0283,Passive_Disengagement,2026-02-07T04:12:17.045908,2026-02-07T04:12:17.045909
P10117,APAC,Bank,False,Bronze,1,3798.72,1035.62,14,4,0.6264,4,False,0,0.21,1.0,0.6648,,0,True,-0.374,-196.28,-0.125,-0.0508,Passive_Disengagement,2026-02-07T04:12:17.045962,2026-02-07T04:12:17.045963
P10118,EMEA,Bank,False,Bronze,29,3424.14,700.99,13,1,0.3982,0,False,0,0.08,1.0,0.5206,,0,False,0.172,32.84,-0.072,0.0177,Healthy,2026-02-07T04:12:17.046016,2026-02-07T04:12:17.046017
P10119,CIS,Crypto,False,Bronze,24,1470.16,635.65,5,0,0.6094,3,False,0,0.32,1.0,0.5182,,0,False,0.159,29.9,-0.038,0.0188,Healthy,2026-02-07T04:12:17.046071,2026-02-07T04:12:17.046072
P10120,LATAM,Bank,False,Platinum,20,5041.69,1433.28,24,4,0.3865,2,False,1,0.48,0.0,0.5513,,0,True,-0.069,-91.45,-0.334,-0.0342,Tier_Cliff_Anxiety,2026-02-07T04:12:17.046129,2026-02-07T04:12:17.046130
P10121,EMEA,Bank,False,Bronze,5,1024.65,414.09,6,3,0.6844,1,False,0,0.08,1.0,0.531,,0,False,0.002,-19.93,0.103,0.0385,Healthy,2026-02-07T04:12:17.046182,2026-02-07T04:12:17.046183
P10122,Africa,Agent,False,Silver,20,12366.36,3758.87,7,5,0.589,3,False,0,0.23,1.0,0.6808,,0,False,0.105,-28.93,-0.041,0.0104,Healthy,2026-02-07T04:12:17.046239,2026-02-07T04:12:17.046240
P10123,CIS,Mobile_Money,False,Bronze,13,1079.64,263.8,0,4,0.7594,1,False,1,0.11,1.0,0.4516,,0,False,-0.139,20.16,-0.055,0.0132,Healthy,2026-02-07T04:12:17.046296,2026-02-07T04:12:17.046297
P10124,MENA,P2P,False,Silver,37,1817.51,340.1,20,1,0.8111,2,False,1,0.02,0.8175,0.7647,,0,False,-0.131,43.12,0.058,0.01,Healthy,2026-02-07T04:12:17.046353,2026-02-07T04:12:17.046354
P10125,MENA,Bank,False,Bronze,17,7151.84,2027.7,17,6,0.8083,4,False,0,0.39,1.0,0.5417,,0,False,-0.066,16.54,-0.058,0.0087,Healthy,2026-02-07T04:12:17.046407,2026-02-07T04:12:17.046408
P10126,LATAM,Crypto,False,Bronze,3,2522.4,824.37,5,0,0.7355,2,False,2,0.06,1.0,0.7162,,0,False,-0.155,25.18,-0.038,0.0425,Healthy,2026-02-07T04:12:17.046460,2026-02-07T04:12:17.046461
P10127,CIS,P2P,False,Bronze,29,1954.13,824.35,15,11,0.6642,2,False,2,0.13,1.0,0.6125,,0,False,0.23,26.79,-0.045,0.0085,Healthy,2026-02-07T04:12:17.046515,2026-02-07T04:12:17.046516
P10128,EMEA,P2P,False,Gold,20,1760.95,429.73,9,2,0.6736,3,False,0,0.15,0.0,0.5758,,0,True,-0.097,-140.86,0.13,-0.029,Tier_Cliff_Anxiety,2026-02-07T04:12:17.046573,2026-02-07T04:12:17.046574
P10129,EMEA,Bank,False,Silver,15,1192.65,473.15,16,7,0.4657,2,False,0,0.07,0.1927,0.4181,,0,False,-0.025,60.87,0.172,0.0124,Healthy,2026-02-07T04:12:17.046635,2026-02-07T04:12:17.046636
P10130,Africa,Bank,False,Bronze,1,1193.21,562.67,31,0,0.7574,1,False,0,0.34,1.0,0.3472,,0,False,-0.371,44.61,0.131,0.0055,Healthy,2026-02-07T04:12:17.046688,2026-02-07T04:12:17.046689
P10131,APAC,Bank,False,Bronze,3,1093.43,192.6,15,6,0.8569,4,False,1,0.08,1.0,0.5339,,0,False,0.06,19.69,0.015,0.0175,Healthy,2026-02-07T04:12:17.046740,2026-02-07T04:12:17.046741
P10132,APAC,P2P,False,Bronze,15,4668.77,1293.91,17,0,0.6994,3,False,1,0.05,1.0,0.3441,,0,False,-0.297,87.1,-0.089,-0.011,Healthy,2026-02-07T04:12:17.046793,2026-02-07T04:12:17.046794
P10133,MENA,Bank,False,Bronze,27,2045.01,681.24,22,4,0.4062,1,False,0,0.55,1.0,0.5016,,0,False,-0.132,-16.74,0.015,0.0228,Healthy,2026-02-07T04:12:17.046845,2026-02-07T04:12:17.046846
P10134,APAC,Crypto,False,Gold,3,1019.87,730.07,16,11,0.7699,3,True,0,0.3,0.0,0.4873,,0,False,0.09,-34.67,0.028,-0.0008,Healthy,2026-02-07T04:12:17.046903,2026-02-07T04:12:17.046904
P10135,CIS,Bank,False,Silver,19,3981.55,881.85,33,5,0.6099,0,False,0,0.37,1.0,0.3103,,0,False,0.05,-13.4,0.107,-0.0102,Healthy,2026-02-07T04:12:17.046960,2026-02-07T04:12:17.046961
P10136,Africa,P2P,False,Gold,6,3716.28,1031.84,21,16,0.6871,3,False,0,0.13,0.0,0.6092,,0,False,-0.077,22.65,0.041,0.0049,Healthy,2026-02-07T04:12:17.047016,2026-02-07T04:12:17.047017
P10137,Africa,Crypto,False,Bronze,1,1775.4,606.63,12,1,0.6416,5,False,0,0.25,1.0,0.7419,,0,True,-0.072,-32.29,-0.231,-0.0154,Passive_Disengagement,2026-02-07T04:12:17.047069,2026-02-07T04:12:17.047070
P10138,Africa,Crypto,False,Gold,2,2864.85,977.54,21,1,0.7645,3,False,0,0.24,0.0,0.5691,,0,True,0.06,-31.27,0.047,-0.0126,Tier_Cliff_Anxiety,2026-02-07T04:12:17.047127,2026-02-07T04:12:17.047128
P10139,MENA,Bank,False,Bronze,39,1042.56,249.75,15,4,0.5224,1,False,0,0.17,1.0,0.3401,,0,False,0.018,4.56,0.011,0.0249,Healthy,2026-02-07T04:12:17.047248,2026-02-07T04:12:17.047252
P10140,APAC,Crypto,False,Silver,3,4390.7,1657.84,7,3,0.7779,5,False,0,0.45,1.0,0.6185,,0,False,0.084,-55.31,0.034,0.0314,Healthy,2026-02-07T04:12:17.047369,2026-02-07T04:12:17.047371
P10141,MENA,Bank,False,Bronze,93,1256.56,82.14,14,8,0.3445,2,False,1,0.1,1.0,0.5781,,0,False,0.054,-19.26,0.124,0.02,Healthy,2026-02-07T04:12:17.047439,2026-02-07T04:12:17.047440
P10142,APAC,Agent,False,Bronze,6,1268.59,269.99,16,1,0.3445,2,False,1,0.2,1.0,0.4345,,0,False,-0.127,15.43,0.124,0.0188,Healthy,2026-02-07T04:12:17.047495,2026-02-07T04:12:17.047497
P10143,LATAM,Agent,False,Bronze,12,3542.65,980.31,9,1,0.3997,2,False,0,0.2,1.0,0.6805,,0,False,-0.027,6.29,-0.012,-0.0078,Healthy,2026-02-07T04:12:17.047551,2026-02-07T04:12:17.047552
P10144,Africa,Bank,False,Silver,2,30827.86,9511.31,10,2,0.4193,4,False,0,0.44,1.0,0.6732,,0,False,-0.106,-20.75,0.115,0.0351,Healthy,2026-02-07T04:12:17.047610,2026-02-07T04:12:17.047612
P10145,MENA,Crypto,True,Silver,4,1725.9,412.84,18,0,0.4874,2,False,1,0.11,0.7259,0.6335,77.78,4,True,0.016,-112.29,0.04,-0.0276,Network_Contagion,2026-02-07T04:12:17.047672,2026-02-07T04:12:17.047673
P10146,EMEA,Crypto,False,Bronze,3,8502.21,2331.19,3,7,0.6933,1,False,0,0.05,1.0,0.5111,,0,False,0.19,2.41,0.141,0.016,Healthy,2026-02-07T04:12:17.047726,2026-02-07T04:12:17.047727
P10147,CIS,Crypto,False,Bronze,33,1475.69,721.4,20,8,0.4494,5,False,1,0.15,1.0,0.8624,,0,False,-0.019,-38.35,-0.001,0.005,Healthy,2026-02-07T04:12:17.047780,2026-02-07T04:12:17.047781
P10148,LATAM,Bank,False,Platinum,4,2556.0,803.1,24,0,0.5102,4,True,1,0.35,0.0,0.718,,0,True,-0.016,-62.87,-0.114,-0.0556,Tier_Cliff_Anxiety,2026-02-07T04:12:17.047838,2026-02-07T04:12:17.047842
P10149,LATAM,P2P,False,Bronze,18,1207.54,488.29,0,9,0.3146,3,False,1,0.37,1.0,0.7115,,0,True,-0.131,-75.04,-0.233,-0.0224,Passive_Disengagement,2026-02-07T04:12:17.047896,2026-02-07T04:12:17.047897
P10150,MENA,P2P,False,Silver,12,1912.52,622.33,0,1,0.5031,3,False,0,0.02,0.9125,0.3955,,0,False,0.029,61.14,0.211,0.0157,Healthy,2026-02-07T04:12:17.047956,2026-02-07T04:12:17.047957
P10151,LATAM,Crypto,False,Bronze,1,1101.58,232.82,20,1,0.7676,1,False,0,0.2,1.0,0.5636,,0,False,-0.197,-23.66,-0.002,-0.0022,Healthy,2026-02-07T04:12:17.048010,2026-02-07T04:12:17.048011
P10152,LATAM,Agent,False,Platinum,63,5622.24,2006.38,21,1,0.2913,3,False,0,0.16,0.0,0.7366,,0,False,0.324,-38.99,0.039,0.0019,Healthy,2026-02-07T04:12:17.048069,2026-02-07T04:12:17.048070
P10153,Africa,P2P,False,Bronze,15,3502.16,1243.05,13,5,0.5535,4,False,0,0.1,1.0,0.6288,,0,True,-0.247,-92.22,-0.004,-0.044,Passive_Disengagement,2026-02-07T04:12:17.048125,2026-02-07T04:12:17.048126
P10154,APAC,P2P,False,Bronze,1,1663.39,514.92,15,0,0.7078,5,False,1,0.43,1.0,0.7312,,0,False,-0.146,-22.68,0.117,0.0026,Healthy,2026-02-07T04:12:17.048179,2026-02-07T04:12:17.048180
P10155,APAC,Agent,False,Bronze,53,1237.18,600.36,8,2,0.256,1,False,0,0.18,1.0,0.6696,,0,False,0.389,-10.43,0.031,-0.0293,Healthy,2026-02-07T04:12:17.048240,2026-02-07T04:12:17.048241
P10156,LATAM,P2P,False,Silver,1,1485.74,434.54,17,3,0.5972,5,False,0,0.12,0.4857,0.7192,,0,False,-0.322,13.37,0.112,0.0085,Healthy,2026-02-07T04:12:17.048298,2026-02-07T04:12:17.048299
P10157,APAC,Bank,False,Bronze,6,3689.43,798.27,13,0,0.7056,3,False,2,0.24,1.0,0.5113,,0,False,0.018,38.1,-0.117,0.0496,Healthy,2026-02-07T04:12:17.048351,2026-02-07T04:12:17.048352
P10158,APAC,Agent,False,Gold,7,2277.35,81.68,19,1,0.3387,2,False,0,0.23,0.0,0.579,,0,True,0.049,-154.37,-0.075,-0.0188,Tier_Cliff_Anxiety,2026-02-07T04:12:17.048408,2026-02-07T04:12:17.048409
P10159,LATAM,Bank,False,Bronze,21,3123.29,1334.65,33,2,0.4776,5,False,1,0.07,1.0,0.7373,,0,False,-0.102,-11.64,-0.117,0.0105,Healthy,2026-02-07T04:12:17.048461,2026-02-07T04:12:17.048462
P10160,LATAM,P2P,False,Bronze,10,18914.12,5889.3,16,0,0.7096,1,False,0,0.32,1.0,0.7099,,0,False,0.44,18.13,0.095,-0.0035,Healthy,2026-02-07T04:12:17.048516,2026-02-07T04:12:17.048517
P10161,LATAM,Bank,False,Bronze,7,1386.73,11.66,14,1,0.362,2,False,0,0.1,1.0,0.6863,,0,False,0.291,-7.0,-0.07,0.0222,Healthy,2026-02-07T04:12:17.048568,2026-02-07T04:12:17.048569
P10162,LATAM,Bank,True,Bronze,4,1578.59,910.72,7,2,0.7827,2,False,2,0.36,1.0,0.708,78.26,10,False,0.029,-12.88,0.103,0.0011,Healthy,2026-02-07T04:12:17.048623,2026-02-07T04:12:17.048624
P10163,APAC,P2P,False,Silver,78,1245.97,553.9,23,12,0.7261,4,False,1,0.38,0.246,0.7305,,0,False,0.059,22.13,0.077,0.0134,Healthy,2026-02-07T04:12:17.048680,2026-02-07T04:12:17.048681
P10164,CIS,Agent,False,Bronze,18,4710.36,1348.29,29,3,0.7159,3,False,1,0.14,1.0,0.6027,,0,False,0.122,-2.19,-0.029,0.0186,Healthy,2026-02-07T04:12:17.048732,2026-02-07T04:12:17.048733
P10165,EMEA,Agent,False,Silver,2,3151.41,915.54,21,2,0.6831,5,False,1,0.08,1.0,0.4924,,0,True,-0.243,-6.07,-0.093,-0.0427,Passive_Disengagement,2026-02-07T04:12:17.048789,2026-02-07T04:12:17.048790
P10166,EMEA,Mobile_Money,False,Silver,6,1900.92,500.11,0,2,0.5867,1,False,1,0.28,0.9009,0.5295,,0,False,0.285,1.82,-0.007,0.0175,Healthy,2026-02-07T04:12:17.048845,2026-02-07T04:12:17.048846
P10167,EMEA,Bank,False,Bronze,43,4396.06,1276.32,24,2,0.5155,1,False,0,0.23,1.0,0.6905,,0,False,-0.26,29.86,0.115,0.0377,Healthy,2026-02-07T04:12:17.048900,2026-02-07T04:12:17.048901
P10168,MENA,P2P,False,Bronze,7,1123.23,413.59,8,9,0.594,6,False,2,0.04,1.0,0.4355,,0,False,0.223,9.65,-0.017,0.0044,Healthy,2026-02-07T04:12:17.048956,2026-02-07T04:12:17.048957
P10169,MENA,Crypto,False,Gold,2,2447.45,616.37,11,5,0.7023,3,False,0,0.04,0.0,0.6403,,0,False,0.08,21.41,-0.054,0.0011,Healthy,2026-02-07T04:12:17.049015,2026-02-07T04:12:17.049016
P10170,APAC,Bank,False,Bronze,1,1606.37,398.42,17,0,0.4164,6,False,1,0.2,1.0,0.757,,0,True,-0.423,-48.23,-0.102,-0.0272,Passive_Disengagement,2026-02-07T04:12:17.049073,2026-02-07T04:12:17.049074
P10171,MENA,Mobile_Money,True,Bronze,17,1623.85,122.94,10,7,0.6663,1,False,1,0.06,1.0,0.8636,85.37,6,False,-0.164,61.57,-0.052,0.0133,Healthy,2026-02-07T04:12:17.049129,2026-02-07T04:12:17.049130
P10172,LATAM,Mobile_Money,False,Bronze,30,100000.0,29862.73,8,5,0.7609,2,False,0,0.32,1.0,0.5514,,0,False,0.216,16.28,-0.059,0.0099,Healthy,2026-02-07T04:12:17.049189,2026-02-07T04:12:17.049190
P10173,CIS,Crypto,False,Silver,23,1179.1,510.53,25,0,0.4392,6,False,1,0.2,0.1791,0.6454,,0,True,-0.655,-22.32,-0.141,-0.0289,Passive_Disengagement,2026-02-07T04:12:17.049246,2026-02-07T04:12:17.049247
P10174,EMEA,Crypto,False,Bronze,9,2978.61,831.65,28,1,0.7917,4,False,1,0.2,1.0,0.7633,,0,True,-0.858,-89.03,0.087,-0.0173,Passive_Disengagement,2026-02-07T04:12:17.049298,2026-02-07T04:12:17.049299
P10175,EMEA,Bank,False,Bronze,5,8360.27,2831.34,17,3,0.7756,2,False,1,0.16,1.0,0.7011,,0,False,0.057,29.57,-0.111,0.0172,Healthy,2026-02-07T04:12:17.049356,2026-02-07T04:12:17.049357
P10176,LATAM,P2P,False,Silver,20,2274.44,471.31,5,22,0.4172,2,False,0,0.44,1.0,0.5043,,0,True,-0.082,-99.36,-0.065,-0.0599,Passive_Disengagement,2026-02-07T04:12:17.049418,2026-02-07T04:12:17.049419
P10177,APAC,Agent,False,Silver,9,12613.75,3976.01,26,3,0.6736,3,False,0,0.15,1.0,0.6901,,0,False,-0.005,-50.99,0.189,-0.0018,Healthy,2026-02-07T04:12:17.049479,2026-02-07T04:12:17.049480
P10178,MENA,Crypto,False,Silver,11,1149.67,344.52,6,10,0.7857,5,False,1,0.24,0.1497,0.6461,,0,False,-0.031,-6.04,0.044,-0.0125,Healthy,2026-02-07T04:12:17.049538,2026-02-07T04:12:17.049539
P10179,MENA,Bank,False,Silver,4,2939.04,1137.9,17,0,0.6703,2,False,1,0.22,1.0,0.7993,,0,True,-0.944,-147.63,-0.197,0.0251,Passive_Disengagement,2026-02-07T04:12:17.049594,2026-02-07T04:12:17.049595
P10180,LATAM,Agent,False,Bronze,7,1102.29,269.56,7,3,0.5843,4,False,0,0.1,1.0,0.5878,,0,False,-0.017,-31.67,0.044,0.0047,Healthy,2026-02-07T04:12:17.049650,2026-02-07T04:12:17.049651
P10181,CIS,Crypto,False,Silver,6,7671.55,2384.43,13,3,0.6252,5,False,1,0.18,1.0,0.7191,,0,False,-0.102,-14.19,0.026,0.0203,Healthy,2026-02-07T04:12:17.049708,2026-02-07T04:12:17.049709
P10182,EMEA,Agent,False,Bronze,8,1103.97,302.86,17,0,0.7077,1,False,0,0.22,1.0,0.6669,,0,False,-0.465,0.79,-0.023,0.0123,Healthy,2026-02-07T04:12:17.049764,2026-02-07T04:12:17.049765
P10183,CIS,Crypto,False,Bronze,14,1175.24,230.97,6,4,0.6363,3,False,0,0.21,1.0,0.454,,0,False,0.09,-2.68,0.08,0.0074,Healthy,2026-02-07T04:12:17.049818,2026-02-07T04:12:17.049819
P10184,MENA,Bank,True,Gold,5,1425.57,313.78,14,3,0.7501,2,False,0,0.25,0.0,0.5548,70.73,12,True,-0.28,-26.99,0.019,-0.0268,Network_Contagion,2026-02-07T04:12:17.049883,2026-02-07T04:12:17.049884
P10185,EMEA,Bank,False,Bronze,33,2437.28,909.29,17,11,0.7434,3,False,0,0.17,1.0,0.6876,,0,False,0.051,46.9,0.099,-0.011,Healthy,2026-02-07T04:12:17.049940,2026-02-07T04:12:17.049940
P10186,APAC,Mobile_Money,False,Bronze,14,2160.72,396.4,21,2,0.5301,5,False,1,0.2,1.0,0.5676,,0,False,-0.095,-74.88,-0.024,0.0296,Healthy,2026-02-07T04:12:17.049992,2026-02-07T04:12:17.049993
P10187,APAC,Crypto,False,Bronze,13,4163.0,1326.82,0,5,0.6794,2,True,1,0.02,1.0,0.5261,,0,True,-0.072,-8.7,-0.276,-0.0289,Passive_Disengagement,2026-02-07T04:12:17.050049,2026-02-07T04:12:17.050050
P10188,MENA,Bank,False,Bronze,11,1337.42,547.79,4,5,0.4356,3,False,0,0.22,1.0,0.1788,,0,False,-0.269,3.69,-0.178,-0.0151,Healthy,2026-02-07T04:12:17.050105,2026-02-07T04:12:17.050106
P10189,EMEA,Crypto,False,Bronze,12,4611.62,1136.26,25,13,0.5396,3,False,1,0.09,1.0,0.8261,,0,True,0.032,-65.95,-0.039,-0.0354,Passive_Disengagement,2026-02-07T04:12:17.050162,2026-02-07T04:12:17.050163
P10190,LATAM,Agent,False,Bronze,6,1856.4,744.92,11,2,0.7957,4,False,0,0.07,1.0,0.8359,,0,True,0.236,-76.58,0.129,0.0111,Passive_Disengagement,2026-02-07T04:12:17.050214,2026-02-07T04:12:17.050215
P10191,LATAM,Bank,False,Bronze,5,1018.5,496.81,33,17,0.5534,4,False,1,0.18,1.0,0.5148,,0,False,0.147,41.84,0.023,0.0221,Healthy,2026-02-07T04:12:17.050269,2026-02-07T04:12:17.050269
P10192,LATAM,Crypto,False,Bronze,16,1764.51,521.37,3,15,0.8017,2,False,1,0.15,1.0,0.5807,,0,True,-0.234,-74.48,-0.018,-0.0215,Passive_Disengagement,2026-02-07T04:12:17.050325,2026-02-07T04:12:17.050326
P10193,MENA,Crypto,False,Bronze,33,3064.01,780.73,9,7,0.4426,2,False,0,0.38,1.0,0.416,,0,False,-0.124,9.67,0.031,0.0538,Healthy,2026-02-07T04:12:17.050378,2026-02-07T04:12:17.050379
P10194,LATAM,Crypto,False,Bronze,13,2137.27,464.9,26,0,0.7246,2,False,0,0.12,1.0,0.6832,,0,False,0.248,15.37,0.04,0.0007,Healthy,2026-02-07T04:12:17.050432,2026-02-07T04:12:17.050433
P10195,APAC,Crypto,False,Bronze,3,3847.78,785.02,11,2,0.598,4,False,0,0.13,1.0,0.6667,,0,False,0.108,-5.21,-0.021,-0.008,Healthy,2026-02-07T04:12:17.050484,2026-02-07T04:12:17.050485
P10196,EMEA,P2P,False,Bronze,9,1772.13,795.79,16,0,0.5719,2,False,0,0.04,1.0,0.7043,,0,False,-0.01,25.31,0.09,0.007,Healthy,2026-02-07T04:12:17.050541,2026-02-07T04:12:17.050542
P10197,CIS,P2P,True,Gold,1,5619.51,1492.7,10,1,0.5197,3,False,2,0.4,0.1239,0.7619,81.58,7,False,0.122,39.04,0.049,-0.0142,Healthy,2026-02-07T04:12:17.050604,2026-02-07T04:12:17.050605
P10198,EMEA,P2P,False,Bronze,35,1375.88,118.67,4,3,0.8327,4,False,0,0.07,1.0,0.711,,0,False,0.222,26.61,-0.001,0.0262,Healthy,2026-02-07T04:12:17.050657,2026-02-07T04:12:17.050658
P10199,LATAM,Crypto,False,Bronze,6,3580.5,1455.61,3,0,0.5994,3,False,0,0.25,1.0,0.7427,,0,True,-0.279,-71.29,-0.023,-0.0649,Passive_Disengagement,2026-02-07T04:12:17.050709,2026-02-07T04:12:17.050710
P10200,APAC,Bank,False,Bronze,10,4773.48,1230.94,7,0,0.7002,4,False,1,0.22,1.0,0.6355,,0,False,-0.35,11.02,0.069,0.0156,Healthy,2026-02-07T04:12:17.050761,2026-02-07T04:12:17.050762
P10201,Africa,Agent,False,Gold,14,4512.93,1188.06,2,1,0.4384,2,False,0,0.25,0.0,0.3752,,0,True,-0.178,-22.33,-0.123,-0.0401,Tier_Cliff_Anxiety,2026-02-07T04:12:17.050820,2026-02-07T04:12:17.050821
P10202,Africa,Agent,False,Silver,11,1883.84,686.9,10,1,0.8309,1,False,2,0.49,0.8838,0.7767,,0,False,0.268,-34.29,0.057,0.0062,Healthy,2026-02-07T04:12:17.050881,2026-02-07T04:12:17.050882
P10203,EMEA,Bank,False,Gold,56,1072.23,56.88,17,2,0.8299,2,False,1,0.15,0.0,0.4508,,0,True,-0.395,-95.85,-0.449,-0.0144,Tier_Cliff_Anxiety,2026-02-07T04:12:17.050940,2026-02-07T04:12:17.050941
P10204,Africa,Mobile_Money,False,Bronze,12,7050.77,1960.99,0,1,0.3611,5,False,0,0.11,1.0,0.2693,,0,False,0.45,44.2,0.012,0.0028,Healthy,2026-02-07T04:12:17.050994,2026-02-07T04:12:17.050995
P10205,EMEA,P2P,False,Silver,6,1088.33,119.24,13,14,0.4099,4,False,0,0.11,0.0883,0.4571,,0,False,0.442,23.52,0.027,0.0106,Healthy,2026-02-07T04:12:17.051052,2026-02-07T04:12:17.051053
P10206,EMEA,Crypto,False,Platinum,18,1356.9,688.52,5,3,0.8399,5,False,0,0.26,0.0,0.778,,0,False,0.005,5.75,0.031,0.0209,Healthy,2026-02-07T04:12:17.051108,2026-02-07T04:12:17.051109
P10207,MENA,Mobile_Money,False,Bronze,17,1034.7,398.74,11,7,0.7354,2,True,1,0.28,1.0,0.6679,,0,True,-0.19,20.04,-0.207,-0.0371,Passive_Disengagement,2026-02-07T04:12:17.051160,2026-02-07T04:12:17.051161
P10208,MENA,Bank,False,Bronze,15,1663.14,396.92,20,2,0.7512,3,False,1,0.27,1.0,0.5108,,0,False,0.13,2.44,0.181,0.0135,Healthy,2026-02-07T04:12:17.051214,2026-02-07T04:12:17.051215
P10209,MENA,Bank,False,Silver,1,1810.05,474.2,12,2,0.8917,3,True,1,0.09,0.81,0.3228,,0,True,-0.338,-64.69,0.055,-0.0649,Passive_Disengagement,2026-02-07T04:12:17.051272,2026-02-07T04:12:17.051273
P10210,CIS,Bank,False,Bronze,39,1007.97,13.68,20,0,0.4792,2,False,2,0.16,1.0,0.6888,,0,False,-0.137,-25.52,0.013,0.0126,Healthy,2026-02-07T04:12:17.051326,2026-02-07T04:12:17.051327
P10211,EMEA,P2P,False,Bronze,11,3178.6,1019.14,22,5,0.7351,4,False,1,0.32,1.0,0.861,,0,False,0.264,40.37,-0.115,0.0056,Healthy,2026-02-07T04:12:17.051378,2026-02-07T04:12:17.051379
P10212,LATAM,Crypto,False,Gold,8,3300.71,979.26,7,23,0.459,5,False,0,0.49,0.0,0.4532,,0,False,0.02,25.26,0.025,-0.0068,Healthy,2026-02-07T04:12:17.051434,2026-02-07T04:12:17.051435
P10213,LATAM,Mobile_Money,False,Bronze,5,1568.24,721.5,11,3,0.691,6,True,0,0.28,1.0,0.5938,,0,False,-0.019,-52.57,0.098,0.0145,Healthy,2026-02-07T04:12:17.051487,2026-02-07T04:12:17.051488
P10214,MENA,Crypto,False,Silver,42,1116.24,25.79,17,0,0.6677,5,False,0,0.05,0.1162,0.8727,,0,True,-0.186,-78.28,0.043,-0.0338,Passive_Disengagement,2026-02-07T04:12:17.051546,2026-02-07T04:12:17.051547
P10215,APAC,Bank,False,Silver,16,2071.32,372.25,19,3,0.3513,2,False,0,0.25,1.0,0.7216,,0,False,0.243,-10.29,-0.132,0.0139,Healthy,2026-02-07T04:12:17.051606,2026-02-07T04:12:17.051607
P10216,APAC,Bank,False,Platinum,1,2502.25,875.96,14,1,0.1632,1,False,1,0.05,0.0,0.3101,,0,False,0.141,72.95,0.009,0.0189,Healthy,2026-02-07T04:12:17.051666,2026-02-07T04:12:17.051667
P10217,MENA,Crypto,False,Bronze,5,1687.37,876.42,12,14,0.6202,4,True,2,0.31,1.0,0.8207,,0,True,-0.345,-69.6,-0.194,-0.0248,Passive_Disengagement,2026-02-07T04:12:17.051721,2026-02-07T04:12:17.051722
P10218,LATAM,Crypto,False,Bronze,15,1083.9,75.21,12,21,0.7234,4,False,1,0.16,1.0,0.3849,,0,False,-0.294,-26.08,0.073,-0.0066,Healthy,2026-02-07T04:12:17.051784,2026-02-07T04:12:17.051785
P10219,Africa,Bank,False,Bronze,9,1665.63,643.89,10,3,0.3307,3,False,0,0.02,1.0,0.5831,,0,False,0.018,16.53,-0.04,-0.0039,Healthy,2026-02-07T04:12:17.051840,2026-02-07T04:12:17.051841
P10220,LATAM,P2P,False,Bronze,2,2440.49,986.36,7,4,0.8583,5,False,0,0.14,1.0,0.4965,,0,False,0.288,57.16,0.102,0.002,Healthy,2026-02-07T04:12:17.051892,2026-02-07T04:12:17.051893
P10221,LATAM,Agent,False,Bronze,9,1808.81,512.25,23,2,0.7746,5,False,0,0.45,1.0,0.7912,,0,False,0.083,-21.88,0.011,0.0191,Healthy,2026-02-07T04:12:17.051943,2026-02-07T04:12:17.051944
P10222,APAC,P2P,False,Gold,32,100000.0,30236.2,18,1,0.7914,4,False,0,0.38,1.0,0.6292,,0,False,-0.07,44.98,-0.113,-0.0124,Healthy,2026-02-07T04:12:17.051998,2026-02-07T04:12:17.051999
P10223,LATAM,Bank,False,Bronze,81,1170.4,491.73,10,6,0.5384,3,False,0,0.2,1.0,0.4049,,0,False,0.187,-54.61,0.056,0.0004,Healthy,2026-02-07T04:12:17.052050,2026-02-07T04:12:17.052051
P10224,LATAM,Bank,False,Bronze,22,8515.75,2757.41,24,2,0.7562,1,False,0,0.19,1.0,0.8211,,0,False,0.281,-26.52,0.057,-0.0076,Healthy,2026-02-07T04:12:17.052105,2026-02-07T04:12:17.052106
